text,label
Assunto: Ganhe bônus em compras\n\nGanhe bônus em todas as suas compras. Saiba mais!\n\nhttp://bonuscompras.com,improductive
Assunto: Solicitação de alteração de política interna\n\nSolicito alteração de política interna conforme documento anexo.\n\nObrigado,productive
Assunto: Atualização de política de viagens nacionais\n\nA política de viagens nacionais foi atualizada. Consulte o documento anexo.\n\nAtenciosamente,productive
Assunto: Oferta de seguro saúde\n\nContrate seguro saúde com condições especiais.\n\nhttp://seguro-saude.com,improductive
Assunto: Solicitação de aprovação de orçamento de marketing\n\nEncaminho para aprovação o orçamento de marketing para o próximo trimestre.\n\nObrigado,productive
Assunto: Atualização de política de benefícios para colaboradores\n\nA política de benefícios para colaboradores foi atualizada. Consulte o RH para detalhes.\n\nAtenciosamente,productive
Assunto: Ganhe desconto em compras físicas\n\nGanhe desconto em todas as suas compras físicas.\n\nhttp://descontofisico.com,improductive
Assunto: Solicitação de alteração de política de viagens\n\nSolicito alteração de política de viagens conforme documento anexo.\n\nObrigado,productive
Assunto: Atualização de política de benefícios para dependentes\n\nA política de benefícios para dependentes foi atualizada. Consulte o RH para detalhes.\n\nAtenciosamente,productive
Assunto: Oferta de consórcio de imóveis\n\nParticipe do consórcio de imóveis e conquiste seu imóvel novo.\n\nhttp://consorcioimoveis.com,improductive
Assunto: Solicitação de aprovação de orçamento de TI\n\nEncaminho para aprovação o orçamento de TI para o próximo ano.\n\nObrigado,productive
Assunto: Atualização de política de benefícios para estagiários\n\nA política de benefícios para estagiários foi atualizada. Consulte o RH para detalhes.\n\nAtenciosamente,productive
Assunto: Ganhe pontos em compras físicas\n\nAcumule pontos em todas as suas compras físicas e troque por prêmios.\n\nhttp://pontosfisicos.com,improductive
Assunto: Solicitação de alteração de política de benefícios\n\nSolicito alteração de política de benefícios conforme documento anexo.\n\nObrigado,productive
Assunto: Atualização de política de viagens para diretores\n\nA política de viagens para diretores foi atualizada. Consulte o documento anexo.\n\nAtenciosamente,productive
Assunto: Oferta de seguro viagem\n\nContrate seguro viagem com desconto especial.\n\nhttp://seguroviagem.com,improductive
Assunto: Solicitação de aprovação de orçamento de RH\n\nEncaminho para aprovação o orçamento de RH para o próximo ano.\n\nObrigado,productive
Assunto: Atualização de política de benefícios para gerentes\n\nA política de benefícios para gerentes foi atualizada. Consulte o RH para detalhes.\n\nAtenciosamente,productive
Assunto: Ganhe desconto em compras internacionais\n\nGanhe desconto em todas as suas compras internacionais.\n\nhttp://descontointernacional.com,improductive
Assunto: Solicitação de alteração de política de benefícios para dependentes\n\nSolicito alteração de política de benefícios para dependentes conforme documento anexo.\n\nObrigado,productive
Assunto: Atualização de política de viagens para colaboradores\n\nA política de viagens para colaboradores foi atualizada. Consulte o documento anexo.\n\nAtenciosamente,productive
Assunto: Oferta de consórcio de motos\n\nParticipe do consórcio de motos e conquiste sua moto nova.\n\nhttp://consorciomoto.com,improductive
Assunto: Solicitação de aprovação de orçamento de projetos\n\nEncaminho para aprovação o orçamento de projetos para o próximo ano.\n\nObrigado,productive
Assunto: Atualização de política de benefícios para trainees\n\nA política de benefícios para trainees foi atualizada. Consulte o RH para detalhes.\n\nAtenciosamente,productive
Assunto: Ganhe bônus em compras internacionais\n\nGanhe bônus em todas as suas compras internacionais. Saiba mais!\n\nhttp://bonusinternacional.com,improductive
Assunto: Solicitação de alteração de política de viagens para diretores\n\nSolicito alteração de política de viagens para diretores conforme documento anexo.\n\nObrigado,productive
Assunto: Atualização de política de benefícios para consultores\n\nA política de benefícios para consultores foi atualizada. Consulte o RH para detalhes.\n\nAtenciosamente,productive
Assunto: Oferta de seguro de vida\n\nContrate seguro de vida com condições especiais.\n\nhttp://segurovida.com,improductive
Assunto: Solicitação de aprovação de orçamento de consultoria\n\nEncaminho para aprovação o orçamento de consultoria para o próximo ano.\n\nObrigado,productive
Assunto: Atualização de política de benefícios para analistas\n\nA política de benefícios para analistas foi atualizada. Consulte o RH para detalhes.\n\nAtenciosamente,productive
Assunto: Ganhe desconto em compras de supermercado\n\nGanhe desconto em todas as suas compras de supermercado.\n\nhttp://descontosupermercado.com,improductive
Assunto: Solicitação de alteração de política de benefícios para estagiários\n\nSolicito alteração de política de benefícios para estagiários conforme documento anexo.\n\nObrigado,productive
Assunto: Atualização de política de viagens para analistas\n\nA política de viagens para analistas foi atualizada. Consulte o documento anexo.\n\nAtenciosamente,productive
Assunto: Oferta de consórcio de caminhões\n\nParticipe do consórcio de caminhões e conquiste seu caminhão novo.\n\nhttp://consorciocaminhao.com,improductive
Assunto: Solicitação de aprovação de orçamento de viagens\n\nEncaminho para aprovação o orçamento de viagens para o próximo ano.\n\nObrigado,productive
Assunto: Atualização de política de benefícios para supervisores\n\nA política de benefícios para supervisores foi atualizada. Consulte o RH para detalhes.\n\nAtenciosamente,productive
Assunto: Ganhe pontos em compras de supermercado\n\nAcumule pontos em todas as suas compras de supermercado e troque por prêmios.\n\nhttp://pontossupermercado.com,improductive
Assunto: Solicitação de alteração de política de viagens para analistas\n\nSolicito alteração de política de viagens para analistas conforme documento anexo.\n\nObrigado,productive
Assunto: Atualização de política de benefícios para coordenadores\n\nA política de benefícios para coordenadores foi atualizada. Consulte o RH para detalhes.\n\nAtenciosamente,productive
Assunto: Oferta de seguro empresarial\n\nContrate seguro empresarial com condições especiais.\n\nhttp://seguroempresarial.com,improductive
Assunto: Solicitação de aprovação de orçamento de benefícios\n\nEncaminho para aprovação o orçamento de benefícios para o próximo ano.\n\nObrigado,productive
Assunto: Atualização de política de viagens para supervisores\n\nA política de viagens para supervisores foi atualizada. Consulte o documento anexo.\n\nAtenciosamente,productive
Assunto: Ganhe desconto em compras de farmácia\n\nGanhe desconto em todas as suas compras de farmácia.\n\nhttp://descontofarmacia.com,improductive
Assunto: Solicitação de alteração de política de benefícios para coordenadores\n\nSolicito alteração de política de benefícios para coordenadores conforme documento anexo.\n\nObrigado,productive
Assunto: Atualização de política de viagens para coordenadores\n\nA política de viagens para coordenadores foi atualizada. Consulte o documento anexo.\n\nAtenciosamente,productive
Assunto: Oferta de consórcio de imóveis comerciais\n\nParticipe do consórcio de imóveis comerciais e conquiste seu imóvel novo.\n\nhttp://consorcioimovelcomercial.com,improductive
Assunto: Solicitação de aprovação de orçamento de compras\n\nEncaminho para aprovação o orçamento de compras para o próximo ano.\n\nObrigado,productive
Assunto: Atualização de política de benefícios para diretores\n\nA política de benefícios para diretores foi atualizada. Consulte o RH para detalhes.\n\nAtenciosamente,productive
Assunto: Ganhe bônus em compras de supermercado\n\nGanhe bônus em todas as suas compras de supermercado. Saiba mais!\n\nhttp://bonussupermercado.com,improductive
Assunto: Solicitação de alteração de política de benefícios para diretores\n\nSolicito alteração de política de benefícios para diretores conforme documento anexo.\n\nObrigado,productive
Assunto: Atualização de política de viagens para trainees\n\nA política de viagens para trainees foi atualizada. Consulte o documento anexo.\n\nAtenciosamente,productive
Assunto: Oferta de seguro odontológico\n\nContrate seguro odontológico com condições especiais.\n\nhttp://seguroodonto.com,improductive
Assunto: Solicitação de aprovação de orçamento de TI para projetos\n\nEncaminho para aprovação o orçamento de TI para projetos do próximo ano.\n\nObrigado,productive
Assunto: Atualização de política de benefícios para TI\n\nA política de benefícios para TI foi atualizada. Consulte o RH para detalhes.\n\nAtenciosamente,productive
Assunto: Ganhe desconto em compras de eletrônicos\n\nGanhe desconto em todas as suas compras de eletrônicos.\n\nhttp://descontoeletronico.com,improductive
Assunto: Solicitação de alteração de política de benefícios para TI\n\nSolicito alteração de política de benefícios para TI conforme documento anexo.\n\nObrigado,productive
Assunto: Atualização de política de viagens para TI\n\nA política de viagens para TI foi atualizada. Consulte o documento anexo.\n\nAtenciosamente,productive
Assunto: Oferta de consórcio de eletrônicos\n\nParticipe do consórcio de eletrônicos e conquiste seus eletrônicos novos.\n\nhttp://consorcioeletronico.com,improductive
Assunto: Solicitação de aprovação de orçamento de RH para projetos\n\nEncaminho para aprovação o orçamento de RH para projetos do próximo ano.\n\nObrigado,productive
Assunto: Atualização de política de benefícios para RH\n\nA política de benefícios para RH foi atualizada. Consulte o RH para detalhes.\n\nAtenciosamente,productive
Assunto: Ganhe pontos em compras de eletrônicos\n\nAcumule pontos em todas as suas compras de eletrônicos e troque por prêmios.\n\nhttp://pontoseletronico.com,improductive
Assunto: Solicitação de alteração de política de benefícios para RH\n\nSolicito alteração de política de benefícios para RH conforme documento anexo.\n\nObrigado,productive
Assunto: Atualização de política de viagens para RH\n\nA política de viagens para RH foi atualizada. Consulte o documento anexo.\n\nAtenciosamente,productive
Assunto: Oferta de seguro de saúde empresarial\n\nContrate seguro de saúde empresarial com condições especiais.\n\nhttp://seguroempresarialsaude.com,improductive
Assunto: Solicitação de aprovação de orçamento de benefícios para projetos\n\nEncaminho para aprovação o orçamento de benefícios para projetos do próximo ano.\n\nObrigado,productive
Assunto: Atualização de política de benefícios para projetos\n\nA política de benefícios para projetos foi atualizada. Consulte o RH para detalhes.\n\nAtenciosamente,productive
Assunto: Ganhe desconto em compras de móveis\n\nGanhe desconto em todas as suas compras de móveis.\n\nhttp://descontomoveis.com,improductive
Assunto: Solicitação de alteração de política de benefícios para projetos\n\nSolicito alteração de política de benefícios para projetos conforme documento anexo.\n\nObrigado,productive
Assunto: Atualização de política de viagens para projetos\n\nA política de viagens para projetos foi atualizada. Consulte o documento anexo.\n\nAtenciosamente,productive
Assunto: Oferta de consórcio de móveis\n\nParticipe do consórcio de móveis e conquiste seus móveis novos.\n\nhttp://consorciomoveis.com,improductive
Assunto: Solicitação de aprovação de orçamento de compras para projetos\n\nEncaminho para aprovação o orçamento de compras para projetos do próximo ano.\n\nObrigado,productive
Assunto: Atualização de política de benefícios para compras\n\nA política de benefícios para compras foi atualizada. Consulte o RH para detalhes.\n\nAtenciosamente,productive
Assunto: Ganhe bônus em compras de móveis\n\nGanhe bônus em todas as suas compras de móveis. Saiba mais!\n\nhttp://bonusmoveis.com,improductive
Assunto: Solicitação de alteração de política de benefícios para compras\n\nSolicito alteração de política de benefícios para compras conforme documento anexo.\n\nObrigado,productive
Assunto: Atualização de política de viagens para compras\n\nA política de viagens para compras foi atualizada. Consulte o documento anexo.\n\nAtenciosamente,productive
Assunto: Oferta de seguro de móveis\n\nContrate seguro de móveis com condições especiais.\n\nhttp://seguromoveis.com,improductive
